Track,Count,Percentage
"广东,中山(提货)->湖南,怀化(卸货)",9,0.0003380027791339618
"江苏,苏州(提货)->浙江,金华(卸货)",9,0.0003380027791339618
"天津,天津(提货)->辽宁,辽阳(卸货)",8,0.0003004469147857438
"上海,上海(提货)->河南,平顶山(卸货)",8,0.0003004469147857438
"安徽,滁州(提货)->山东,烟台(卸货)",8,0.0003004469147857438
"天津,天津(提货)->内蒙古,呼和浩特(卸货)",8,0.0003004469147857438
"四川,成都(提货)->河南,漯河(卸货)",8,0.0003004469147857438
"浙江,宁波(提货)->江苏,镇江(卸货)",8,0.0003004469147857438
"安徽,合肥(提货)->安徽,六安(卸货)",8,0.0003004469147857438
"浙江,绍兴(提货)->河北,唐山(卸货)",8,0.0003004469147857438
"河北,邢台(提货)->河北,唐山(卸货)",8,0.0003004469147857438
"陕西,宝鸡(提货)->宁夏,吴忠(卸货)",8,0.0003004469147857438
"天津,天津(提货)->辽宁,营口(卸货)",8,0.0003004469147857438
"天津,天津(提货)->辽宁,营口(卸货)->辽宁,盘锦(卸货)",8,0.0003004469147857438
"河北,邢台(提货)->上海,上海(卸货)",8,0.0003004469147857438
"陕西,西安(提货)->宁夏,银川(卸货)",8,0.0003004469147857438
"宁夏,银川(提货)->陕西,汉中(卸货)",8,0.0003004469147857438
"安徽,滁州(提货)->河南,新乡(卸货)",8,0.0003004469147857438
"江西,赣州(提货)->广东,佛山(卸货)",7,0.0002628910504375258
"天津,天津(提货)->山东,潍坊(卸货)",7,0.0002628910504375258
"天津,天津(提货)->山西,临汾(卸货)->山西,运城(卸货)",7,0.0002628910504375258
"安徽,滁州(提货)->江苏,苏州(卸货)",7,0.0002628910504375258
"重庆,重庆(提货)->福建,福州(卸货)",7,0.0002628910504375258
"上海,上海(提货)->安徽,宿州(卸货)",7,0.0002628910504375258
"江西,宜春(提货)->江苏,无锡(卸货)",7,0.0002628910504375258
"广东,中山(提货)->广西,柳州(卸货)",7,0.0002628910504375258
"宁夏,银川(提货)->新疆,乌鲁木齐(卸货)",7,0.0002628910504375258
"安徽,芜湖(提货)->辽宁,鞍山(卸货)",7,0.0002628910504375258
"湖南,长沙(提货)->山西,长治(卸货)",7,0.0002628910504375258
"四川,成都(提货)->山东,济南(卸货)",7,0.0002628910504375258
"广东,中山(提货)->陕西,咸阳(卸货)",7,0.0002628910504375258
"广东,中山(提货)->江西,吉安(卸货)",7,0.0002628910504375258
"天津,天津(提货)->山东,烟台(卸货)",7,0.0002628910504375258
"安徽,合肥(提货)->安徽,阜阳(卸货)",7,0.0002628910504375258
"四川,成都(提货)->云南,玉溪(卸货)",7,0.0002628910504375258
"重庆,重庆(提货)->西藏,拉萨(卸货)",7,0.0002628910504375258
"上海,上海(提货)->河南,信阳(卸货)",7,0.0002628910504375258
"四川,成都(提货)->广西,南宁(卸货)",7,0.0002628910504375258
"天津,天津(提货)->内蒙古,鄂尔多斯(卸货)",7,0.0002628910504375258
"四川,成都(提货)->四川,眉山(卸货)",7,0.0002628910504375258
"贵州,黔南(提货)->四川,德阳(卸货)",7,0.0002628910504375258
"陕西,宝鸡(提货)->新疆,哈密(卸货)",7,0.0002628910504375258
"陕西,西安(提货)->甘肃,白银(卸货)",7,0.0002628910504375258
"广东,清远(提货)->广东,韶关(卸货)",7,0.0002628910504375258
"安徽,合肥(提货)->江苏,扬州(卸货)",7,0.0002628910504375258
"广东,东莞(提货)->甘肃,兰州(卸货)->宁夏,银川(卸货)",6,0.00022533518608930785
"四川,内江(提货)->四川,凉山(卸货)",6,0.00022533518608930785
"安徽,滁州(提货)->上海,上海(卸货)",6,0.00022533518608930785
"四川,成都(提货)->四川,内江(卸货)",6,0.00022533518608930785
"陕西,渭南(提货)->浙江,嘉兴(卸货)",6,0.00022533518608930785
"四川,内江(提货)->四川,攀枝花(卸货)",6,0.00022533518608930785
"江西,赣州(提货)->广东,惠州(卸货)",6,0.00022533518608930785
"黑龙江,哈尔滨(提货)->山东,东营(卸货)",6,0.00022533518608930785
"四川,成都(提货)->广东,东莞(卸货)",6,0.00022533518608930785
"浙江,宁波(提货)->浙江,温州(卸货)",6,0.00022533518608930785
